Sl no,Name of Comodity,None,Year-2022,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12
234,",,",Indian Spinach,"1,714","1,833","1,874","1,824","1,785","1,726","1,675","1,768","1,905","2,097",-,-,"1,820"
235,",,",Danta,"1,773","1,780","1,812","1,976","1,965","1,814","2,041","1,977","2,074","2,167",-,-,"1,938"
236,",,",Cauliflower,"1,961","1,602","1,830","2,719","5,617",-,-,-,"5,545","5,928",-,-,"3,600"
237,",,",Cabbage,"1,561","1,295","1,257","1,632","4,133",-,-,-,"3,811","4,009",-,-,"2,528"
238,,Brokly,"3,794","2,888","2,918","3,650",-,-,-,-,-,-,-,-,"3,312"
239,",,",Oal kopy,"1,673","1,477","1,694","2,000","1,700",-,-,-,-,-,-,-,"1,709"
240,",,",Carrot,"3,041","2,617","2,586","3,374","5,028","7,085","8,790","10,044","9,779","9,269",-,-,"6,161"
241,",,",Green Banana,388,399,388,442,420,437,476,456,466,496,-,-,437
242,",,",Radish-Local,"1,095","1,164","1,347","2,513","3,354","3,020","3,277","3,143","3,257","3,848",-,-,"2,602"
243,Bibidh:,Sugar-Local,"10,670","10,751","11,094","11,442","12,554","12,700","12,666","12,840","12,864","12,897",-,-,"12,048"
244,,Sugar-foreign,"10,459","10,618","10,804","11,234","12,490","12,517","12,759","12,663","12,837","12,578",-,-,"11,896"
245,Gur,Sugarcane,"10,484","10,587","10,856","11,076","11,365","11,443","11,588","11,628","11,582","11,507",-,-,"11,211"
246,,Dates,"16,610","16,295","17,190","16,206","16,653","16,070","14,700","14,735","14,709","14,595",-,-,"15,776"
247,Salt,With Iodine,"3,089","3,142","3,180","3,192","3,320","3,306","3,324","3,353","3,369","3,396",-,-,"3,267"
248,",,",Loose,"1,887","1,886","1,891","1,897","1,906","1,967","1,972","1,974","1,988","1,992",-,-,"1,936"
249,Vushi,Mashur,"4,112","4,257","4,235","4,379","4,442","4,442","4,465","4,391","4,456","4,262",-,-,"4,344"
250,",,",Chola,"4,601","4,744","4,924","4,963","5,033","5,086","5,086","5,041","4,880","4,869",-,-,"4,923"
251,",,",Kheshari,"4,610","4,488","4,799","4,812","4,876","4,932","4,942","4,901","4,873","4,834",-,-,"4,807"
252,",,",Wheat,"4,595","4,789","4,873","4,918","4,977","4,932","4,836","4,723","4,546","4,421",-,-,"4,761"
253,",,",Rice kura,"1,581","1,626","1,679","1,712","1,695","1,769","1,746","1,763","1,719","1,669",-,-,"1,696"
254,",,",Lakri cherai Mango,645,644,652,649,667,676,677,675,667,670,-,-,662
