Sl no,Name of Comodity,None,Year-2022,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12
224,",,",Mukhi kachu,44.47,44.21,51.08,58.50,83.23,68.44,64.09,61.69,64.26,71.78,66.44,59.79,61.50
None,None,None,January,February,March,April,May,June,July,August,September,October,November,December,Average
225,",,",Pani kachu,65.00,-,40.00,36.88,43.60,42.63,43.57,42.81,43.81,42.80,42.18,43.50,44.25
226,",,",Kachur lati,46.37,50.05,62.73,61.26,56.23,53.17,54.69,53.16,55.79,59.10,55.33,52.61,55.04
227,",,",Kakrol,45.00,-,-,84.37,65.42,48.79,50.09,50.21,53.95,62.67,63.30,-,58.20
228,",,",Lady's Finger,51.05,66.99,68.55,50.09,40.52,32.19,38.99,42.76,46.31,54.95,47.96,49.18,49.13
229,",,",Sosha,35.36,32.09,35.29,51.00,44.00,38.73,37.83,42.04,44.07,49.66,38.50,38.45,40.58
230,",,",Khirai,34.20,30.32,31.33,42.17,42.00,36.84,36.93,41.10,44.36,50.16,41.30,39.14,39.15
231,",,",Beans,32.14,32.86,36.15,44.28,47.42,-,-,148.54,129.91,145.02,63.63,52.58,73.25
232,",,",Barbati,48.37,57.88,65.21,60.19,54.23,48.72,51.87,57.37,64.96,71.23,57.11,53.57,57.56
233,",,",Tomato Ripe,36.98,25.46,23.55,31.28,41.75,59.48,132.14,163.81,110.05,99.12,102.64,67.10,74.44
234,",,",Motorshooti,80.02,70.35,68.43,60.50,76.25,-,-,-,-,-,-,130.00,80.93
235,",,",Jinga,51.25,49.63,61.79,56.32,48.51,41.97,47.05,48.42,48.95,54.30,48.36,45.17,50.14
236,",,",Chichinga,44.44,45.03,49.89,47.11,43.42,37.28,40.26,40.70,43.29,49.45,45.32,41.40,43.97
237,",,",Dundol,41.67,41.67,46.98,47.22,42.74,36.35,36.43,36.88,37.24,43.39,40.66,39.78,40.92
238,",,",Radish Spinach,17.96,18.65,19.84,12.75,19.08,-,-,27.98,33.78,34.81,26.32,20.60,23.18
239,",,",Red Spinach,25.17,26.31,25.19,27.32,28.82,29.47,31.20,30.53,33.90,39.50,33.24,29.00,29.97
240,",,",Palongsak,23.41,22.94,23.92,24.98,26.00,26.03,25.88,31.28,31.25,46.96,34.83,30.21,28.97
241,",,",Indian Spinach,24.00,25.12,25.29,24.60,24.28,23.16,23.69,23.81,25.54,28.23,27.76,25.84,25.11
242,",,",Danta,24.83,24.71,26.06,28.51,27.26,25.44,27.64,27.06,28.23,29.61,30.23,28.52,27.34
243,",,",Cauliflower,26.10,22.01,24.17,39.23,68.13,-,-,67.33,67.30,72.04,45.56,43.67,47.55
244,",,",Cabbage,21.19,18.41,17.95,24.10,45.63,-,-,53.52,47.60,49.54,41.00,33.13,35.21
245,,Brokly,47.03,39.70,40.18,47.50,47.50,-,-,-,-,-,-,51.94,45.64
246,",,",Oal kopy,23.38,21.01,22.84,25.00,22.50,-,-,-,-,22.50,43.88,35.92,27.13
247,",,",Carrot,38.23,33.18,32.73,41.32,60.49,86.60,104.33,117.61,117.08,110.21,92.08,60.93,74.57
248,",,",Green Banana,26.80,26.86,27.09,28.10,29.79,30.56,30.18,29.25,29.81,30.74,30.01,28.39,28.97
249,",,",Radish-Local,15.43,16.18,18.64,38.50,45.32,38.88,41.38,41.69,41.43,47.64,33.11,20.24,33.20
250,Bibidh:,Sugar-Local,111.65,112.55,115.47,118.34,130.59,132.59,134.50,133.96,133.99,134.18,139.20,143.54,128.38
251,,Sugar-foreign,109.59,110.44,112.42,116.19,129.26,129.92,133.24,131.49,130.62,130.59,137.19,140.65,125.97
252,Gur,Sugarcane,117.95,119.83,122.23,126.00,130.35,130.83,132.00,132.67,132.35,131.75,130.71,130.53,128.10
253,",,",Dates,191.65,190.72,202.74,199.32,240.09,183.06,176.55,177.47,178.13,174.29,179.19,196.71,187.83
254,Salt,With Iodine,35.88,36.41,36.84,36.97,37.26,37.56,37.69,37.80,38.06,38.25,38.28,38.39,37.45
255,",,",Loose,22.62,22.68,22.75,22.84,22.99,23.32,23.37,23.39,23.56,23.61,23.76,24.18,23.25
256,Vushi,Mashur,40.08,40.83,41.72,41.81,42.51,42.18,42.00,41.17,41.45,41.60,42.08,43.40,41.74
257,",,",Chola,50.53,51.72,53.35,53.63,54.60,55.26,55.38,55.01,55.87,55.31,54.98,55.14,54.23
258,",,",Kheshari,48.87,49.78,51.81,51.97,52.82,53.54,53.66,53.22,53.20,52.78,52.71,52.63,52.25
259,",,",Wheat,51.01,52.43,53.28,53.89,54.50,53.97,53.06,51.98,50.07,49.00,49.30,49.33,51.82
260,",,",Rice kura,19.64,20.06,20.41,20.12,20.31,20.48,20.57,21.25,20.81,19.98,20.09,20.18,20.32
261,",,",Lakri cherai Mango,8.09,8.07,8.19,8.08,8.31,8.34,8.22,8.37,8.30,8.32,8.16,8.09,8.21
